product_desc,category,division,department,qty,true_revenue,total_cost,total_profit,record_count,profit_per_unit,profit_margin_pct,qty_benchmark_median,profit_per_unit_benchmark_median,popularity_index,margin_index,quadrant,recommended_action,profit_contribution_pct,qty_share_pct,revenue_share_pct
VANILLA ASH,FOOD,GRAB&GO FOOD,TAKE AWAY,876.0,185323.42,66380.36,118943.06,20,135.78,64.18,400.5,156.68,2.19,0.87,plowhorse,High demand but low unit margin: optimize cost/price and portions.,0.02,0.01,0.02
MATCHA CREAM FRAPP MEDIUM,BEVERAGES,SMALL,TABLE,619.0,160940.79,42432.07,118508.72,2,191.45,73.63,400.5,156.68,1.55,1.22,star,"Keep quality high, feature prominently, and bundle for upsell.",0.02,0.01,0.02
CLASSIC HOT CHOC LARGE,BEVERAGES,HOT BAR SECTION,TAKE AWAY,539.0,162956.15,44451.83,118504.32,25,219.86,72.72,400.5,156.68,1.35,1.4,star,"Keep quality high, feature prominently, and bundle for upsell.",0.02,0.01,0.02
POMEGRANATE YOGHURT COMBO,FOOD,FROZEN YOGHURT,TAKE AWAY,385.1,152439.34,34467.42,117971.92,2,306.34,77.39,400.5,156.68,0.96,1.96,puzzle,High unit margin but low demand: improve placement and run targeted promos.,0.02,0.01,0.02
REPLACE 1 SHOT YIRGACHEFFE,BEVERAGES,SMALL,TABLE,1821.0,121049.85,3422.57,117627.28,2,64.59,97.17,400.5,156.68,4.55,0.41,plowhorse,High demand but low unit margin: optimize cost/price and portions.,0.02,0.03,0.01
MATCHA CREAM FRAPP MEDIUM,BEVERAGES,MEDIUM,TAKE AWAY,616.0,158375.68,42226.42,116149.26,2,188.55,73.34,400.5,156.68,1.54,1.2,star,"Keep quality high, feature prominently, and bundle for upsell.",0.02,0.01,0.02
ADD HAZELNUT SMALL,BEVERAGES,COLD BAR SECTION,TAKE AWAY,5077.0,149360.66,33322.03,116038.63,31,22.86,77.69,400.5,156.68,12.68,0.15,plowhorse,High demand but low unit margin: optimize cost/price and portions.,0.02,0.08,0.02
REPLACE ALMOND MEDIUM,BEVERAGES,SMALL,TABLE,1546.0,182151.0,67261.74,114889.26,2,74.31,63.07,400.5,156.68,3.86,0.47,plowhorse,High demand but low unit margin: optimize cost/price and portions.,0.02,0.02,0.02
SIGNATURE ICED CHOCOLATE SMALL,BEVERAGES,COLD BAR SECTION,TAKE AWAY,794.0,167259.23,52699.82,114559.41,22,144.28,68.49,400.5,156.68,1.98,0.92,plowhorse,High demand but low unit margin: optimize cost/price and portions.,0.02,0.01,0.02
MOCHA FRAPP SMALL,BEVERAGES,MEDIUM,TAKE AWAY,731.0,155715.31,42178.83,113536.48,2,155.32,72.91,400.5,156.68,1.83,0.99,plowhorse,High demand but low unit margin: optimize cost/price and portions.,0.02,0.01,0.02
MEDITERRANEAN CARAMEL TEA MEDIUM,BEVERAGES,HOT BAR SECTION,TAKE AWAY,892.0,145548.22,33038.08,112510.14,26,126.13,77.3,400.5,156.68,2.23,0.81,plowhorse,High demand but low unit margin: optimize cost/price and portions.,0.02,0.01,0.02
ADD YIRGACHEFFE SHOT,BEVERAGES,COLD BAR SECTION,TAKE AWAY,4424.0,153853.3,42234.47,111618.83,30,25.23,72.55,400.5,156.68,11.05,0.16,plowhorse,High demand but low unit margin: optimize cost/price and portions.,0.02,0.07,0.02
VEGETARIAN GRAPE LEAVES,FOOD,PLAT DE JOUR,TAKE AWAY,278.0,175315.33,65665.46,109649.87,7,394.42,62.54,400.5,156.68,0.69,2.52,puzzle,High unit margin but low demand: improve placement and run targeted promos.,0.02,0.0,0.02
CHOCOLATE YOGHURT COMBO MEDIUM,FOOD,MEDIUM,TAKE AWAY,324.0,131859.13,24388.48,107470.65,2,331.7,81.5,400.5,156.68,0.81,2.12,puzzle,High unit margin but low demand: improve placement and run targeted promos.,0.02,0.0,0.02
WHITE MOCHA CREAM FRAPP SMALL,BEVERAGES,COLD BAR SECTION,TAKE AWAY,716.0,138044.22,30624.91,107419.31,25,150.03,77.82,400.5,156.68,1.79,0.96,plowhorse,High demand but low unit margin: optimize cost/price and portions.,0.02,0.01,0.02
SALTED CARAMEL CREAM FRAPPE SMALL,BEVERAGES,COLD BAR SECTION,TAKE AWAY,602.0,143741.48,37700.04,106041.44,23,176.15,73.77,400.5,156.68,1.5,1.12,star,"Keep quality high, feature prominently, and bundle for upsell.",0.02,0.01,0.02
CHOCOLATE YOGHURT MEDIUM,FOOD,FROZEN YOGHURT,TAKE AWAY,402.0,136174.13,30259.81,105914.32,24,263.47,77.78,400.5,156.68,1.0,1.68,star,"Keep quality high, feature prominently, and bundle for upsell.",0.02,0.01,0.02
LOTUS YOGHURT COMBO MEDIUM,FOOD,MEDIUM,TAKE AWAY,387.5,155040.21,49386.53,105653.68,2,272.65,68.15,400.5,156.68,0.97,1.74,puzzle,High unit margin but low demand: improve placement and run targeted promos.,0.02,0.01,0.02
GRANOLLA,FOOD,FROZEN YOGHURT,TAKE AWAY,1749.0,114784.6,9347.39,105437.21,29,60.28,91.86,400.5,156.68,4.37,0.38,plowhorse,High demand but low unit margin: optimize cost/price and portions.,0.02,0.03,0.01
ORIGINAL YOGHURT SMALL,FOOD,SMALL,Toters,417.5,137304.28,31983.89,105320.39,1,252.26,76.71,400.5,156.68,1.04,1.61,star,"Keep quality high, feature prominently, and bundle for upsell.",0.02,0.01,0.02
LATTE MEDIUM,BEVERAGES,LARGE,TAKE AWAY,574.0,134486.48,29307.14,105179.34,1,183.24,78.21,400.5,156.68,1.43,1.17,star,"Keep quality high, feature prominently, and bundle for upsell.",0.02,0.01,0.02
GUMMY BEARS,FOOD,FROZEN YOGHURT,TAKE AWAY,1781.0,117625.5,13150.45,104475.05,29,58.66,88.82,400.5,156.68,4.45,0.37,plowhorse,High demand but low unit margin: optimize cost/price and portions.,0.02,0.03,0.01
COLD BREW BOTTLE,BEVERAGES,MEDIUM,TAKE AWAY,871.0,141261.26,37142.78,104118.48,1,119.54,73.71,400.5,156.68,2.17,0.76,plowhorse,High demand but low unit margin: optimize cost/price and portions.,0.02,0.01,0.02
ICED MOCHA SMALL,BEVERAGES,MEDIUM,TAKE AWAY,572.0,122268.34,18606.14,103662.2,3,181.23,84.78,400.5,156.68,1.43,1.16,star,"Keep quality high, feature prominently, and bundle for upsell.",0.02,0.01,0.01
ECLAIR COFFEE,FOOD,FRENCH PASTRY,TAKE AWAY,733.0,199654.06,96218.48,103435.58,22,141.11,51.81,400.5,156.68,1.83,0.9,plowhorse,High demand but low unit margin: optimize cost/price and portions.,0.02,0.01,0.02
ICED PEACH TEA LARGE,BEVERAGES,MEDIUM,TAKE AWAY,455.0,128889.19,27872.02,101017.17,3,222.02,78.38,400.5,156.68,1.14,1.42,star,"Keep quality high, feature prominently, and bundle for upsell.",0.02,0.01,0.02
ICED TOFFEE NUT LATTE SMALL,BEVERAGES,COLD BAR SECTION,TAKE AWAY,535.0,124718.37,24223.03,100495.34,25,187.84,80.58,400.5,156.68,1.34,1.2,star,"Keep quality high, feature prominently, and bundle for upsell.",0.02,0.01,0.01
CHOCOLATE CREAM FRAP SMALL,BEVERAGES,MEDIUM,TAKE AWAY,631.0,132177.17,32601.04,99576.13,1,157.81,75.34,400.5,156.68,1.58,1.01,star,"Keep quality high, feature prominently, and bundle for upsell.",0.02,0.01,0.02
MANGO YOGHURT COMBO X-LARGE,FOOD,SMALL,Toters,227.5,129511.11,31492.61,98018.5,1,430.85,75.68,400.5,156.68,0.57,2.75,puzzle,High unit margin but low demand: improve placement and run targeted promos.,0.02,0.0,0.02
MANGO YOGHURT COMBO X-LARGE,FOOD,MEDIUM,TAKE AWAY,238.5,130186.2,33015.33,97170.87,2,407.43,74.64,400.5,156.68,0.6,2.6,puzzle,High unit margin but low demand: improve placement and run targeted promos.,0.02,0.0,0.02
POMEGRANATE YOGHURT SMALL,FOOD,FROZEN YOGHURT,TAKE AWAY,421.3,124439.28,28676.48,95762.8,20,227.3,76.96,400.5,156.68,1.05,1.45,star,"Keep quality high, feature prominently, and bundle for upsell.",0.02,0.01,0.01
CARAMEL CREAM FRAPP SMALL,BEVERAGES,MEDIUM,TAKE AWAY,520.0,111972.67,16903.46,95069.21,1,182.83,84.9,400.5,156.68,1.3,1.17,star,"Keep quality high, feature prominently, and bundle for upsell.",0.02,0.01,0.01
BLUEBERRY YOGHURT MEDIUM,FOOD,FROZEN YOGHURT,TAKE AWAY,367.0,125709.91,31147.46,94562.45,26,257.66,75.22,400.5,156.68,0.92,1.64,puzzle,High unit margin but low demand: improve placement and run targeted promos.,0.02,0.01,0.01
ORIGINAL YOGHURT COMBO X-LARGE,FOOD,MEDIUM,TAKE AWAY,240.0,132314.82,39142.36,93172.46,2,388.22,70.42,400.5,156.68,0.6,2.48,puzzle,High unit margin but low demand: improve placement and run targeted promos.,0.02,0.0,0.02
REPLACE SUGAR FREE SOYA MEDIUM,BEVERAGES,COLD BAR SECTION,TAKE AWAY,965.0,123292.03,30228.63,93063.4,23,96.44,75.48,400.5,156.68,2.41,0.62,plowhorse,High demand but low unit margin: optimize cost/price and portions.,0.02,0.01,0.01
STEAMED MILK MEDIUM,BEVERAGES,HOT BAR SECTION,TAKE AWAY,701.0,118456.48,25721.79,92734.69,27,132.29,78.29,400.5,156.68,1.75,0.84,plowhorse,High demand but low unit margin: optimize cost/price and portions.,0.02,0.01,0.01
VANILLA CREAM FRAPP SMALL,BEVERAGES,SMALL,TABLE,555.0,116416.94,24245.29,92171.65,2,166.08,79.17,400.5,156.68,1.39,1.06,star,"Keep quality high, feature prominently, and bundle for upsell.",0.02,0.01,0.01
REPLACE ALMOND SMALL,BEVERAGES,MEDIUM,TAKE AWAY,1464.5,137170.09,45511.37,91658.72,2,62.59,66.82,400.5,156.68,3.66,0.4,plowhorse,High demand but low unit margin: optimize cost/price and portions.,0.02,0.02,0.02
YIRGACHEFFE BEANS 250G,BEVERAGES,HOT BAR SECTION,TAKE AWAY,270.25,171562.79,80624.59,90938.2,22,336.5,53.01,400.5,156.68,0.67,2.15,puzzle,High unit margin but low demand: improve placement and run targeted promos.,0.02,0.0,0.02
REPLACE SUGAR FREE ALMOND SMALL,BEVERAGES,COLD BAR SECTION,TAKE AWAY,1378.0,132448.18,42480.66,89967.52,25,65.29,67.93,400.5,156.68,3.44,0.42,plowhorse,High demand but low unit margin: optimize cost/price and portions.,0.02,0.02,0.02
HAZELNUT FRAPP SMALL,BEVERAGES,COLD BAR SECTION,TAKE AWAY,536.0,118866.12,29143.1,89723.02,29,167.39,75.48,400.5,156.68,1.34,1.07,star,"Keep quality high, feature prominently, and bundle for upsell.",0.01,0.01,0.01
ADD WHITE MOCHA LARGE,BEVERAGES,COLD BAR SECTION,TAKE AWAY,3791.5,121492.0,32576.55,88915.45,29,23.45,73.19,400.5,156.68,9.47,0.15,plowhorse,High demand but low unit margin: optimize cost/price and portions.,0.01,0.06,0.01
REPLACE SUGAR FREE OAT LARGE,BEVERAGES,COLD BAR SECTION,TAKE AWAY,818.5,129918.04,41206.35,88711.69,23,108.38,68.28,400.5,156.68,2.04,0.69,plowhorse,High demand but low unit margin: optimize cost/price and portions.,0.01,0.01,0.02
VARIEGATO WAFER,FOOD,FROZEN YOGHURT,TAKE AWAY,1686.5,169739.44,83772.66,85966.78,13,50.97,50.65,400.5,156.68,4.21,0.33,plowhorse,High demand but low unit margin: optimize cost/price and portions.,0.01,0.03,0.02
WHITE MOCHA CREAM FRAPP LARGE,BEVERAGES,COLD BAR SECTION,TAKE AWAY,374.0,108142.25,22231.32,85910.93,23,229.71,79.44,400.5,156.68,0.93,1.47,puzzle,High unit margin but low demand: improve placement and run targeted promos.,0.01,0.01,0.01
STEAMED MILK SMALL,BEVERAGES,HOT BAR SECTION,TAKE AWAY,1192.25,120290.85,34976.08,85314.77,29,71.56,70.92,400.5,156.68,2.98,0.46,plowhorse,High demand but low unit margin: optimize cost/price and portions.,0.01,0.02,0.01
ADD CARAMEL SF LARGE,BEVERAGES,COLD BAR SECTION,TAKE AWAY,4396.0,142769.95,57704.82,85065.13,30,19.35,59.58,400.5,156.68,10.98,0.12,plowhorse,High demand but low unit margin: optimize cost/price and portions.,0.01,0.07,0.02
WATER,BEVERAGES,CLEMENTINE 330ML/24,TAKE AWAY,2226.0,93609.61,10202.69,83406.92,1,37.47,89.1,400.5,156.68,5.56,0.24,plowhorse,High demand but low unit margin: optimize cost/price and portions.,0.01,0.03,0.01
BROWN VEGGIE SUB,FOOD,SANDWICHES,TAKE AWAY,278.0,103650.47,21763.39,81887.08,20,294.56,79.0,400.5,156.68,0.69,1.88,puzzle,High unit margin but low demand: improve placement and run targeted promos.,0.01,0.0,0.01
REPLACE ALMOND SMALL,BEVERAGES,SMALL,TABLE,1314.0,122677.43,40834.38,81843.05,2,62.29,66.71,400.5,156.68,3.28,0.4,plowhorse,High demand but low unit margin: optimize cost/price and portions.,0.01,0.02,0.01
LATTE SMALL,BEVERAGES,LARGE,TAKE AWAY,509.0,99486.48,17733.79,81752.69,1,160.61,82.17,400.5,156.68,1.27,1.03,star,"Keep quality high, feature prominently, and bundle for upsell.",0.01,0.01,0.01
ICED WHITE MOCHA,BEVERAGES,MEDIUM,TABLE,391.0,91121.02,10530.46,80590.56,1,206.11,88.44,400.5,156.68,0.98,1.32,puzzle,High unit margin but low demand: improve placement and run targeted promos.,0.01,0.01,0.01
COFFEE FRAPPE MEDIUM,BEVERAGES,MEDIUM,TAKE AWAY,503.0,109736.03,29258.19,80477.84,1,160.0,73.34,400.5,156.68,1.26,1.02,star,"Keep quality high, feature prominently, and bundle for upsell.",0.01,0.01,0.01
SALTED CARAMEL FRAPPE MEDIUM,BEVERAGES,MEDIUM,TAKE AWAY,428.0,121120.19,41187.01,79933.18,3,186.76,65.99,400.5,156.68,1.07,1.19,star,"Keep quality high, feature prominently, and bundle for upsell.",0.01,0.01,0.01
REPLACE COCONUT SMALL,BEVERAGES,MEDIUM,TAKE AWAY,1305.9,121358.66,41900.79,79457.87,2,60.85,65.47,400.5,156.68,3.26,0.39,plowhorse,High demand but low unit margin: optimize cost/price and portions.,0.01,0.02,0.01
REPLACE SUGAR FREE OAT MEDIUM,BEVERAGES,MEDIUM,TAKE AWAY,855.0,107446.24,28695.93,78750.31,3,92.11,73.29,400.5,156.68,2.13,0.59,plowhorse,High demand but low unit margin: optimize cost/price and portions.,0.01,0.01,0.01
CRUMBOLE RED BERRIES,FOOD,FROZEN YOGHURT,TAKE AWAY,1192.5,120799.64,42648.79,78150.85,19,65.54,64.69,400.5,156.68,2.98,0.42,plowhorse,High demand but low unit margin: optimize cost/price and portions.,0.01,0.02,0.01
WHITE MOCHA FRAPP SMALL,BEVERAGES,MEDIUM,TAKE AWAY,515.0,104600.61,26833.61,77767.0,3,151.0,74.35,400.5,156.68,1.29,0.96,plowhorse,High demand but low unit margin: optimize cost/price and portions.,0.01,0.01,0.01
ADD YIRGACHEFFE SHOT,BEVERAGES,MEDIUM,TAKE AWAY,2421.0,100762.76,23112.48,77650.28,1,32.07,77.06,400.5,156.68,6.04,0.2,plowhorse,High demand but low unit margin: optimize cost/price and portions.,0.01,0.04,0.01
WHITE MOCHA MEDIUM,BEVERAGES,LARGE,TAKE AWAY,380.0,102528.53,25217.65,77310.88,1,203.45,75.4,400.5,156.68,0.95,1.3,puzzle,High unit margin but low demand: improve placement and run targeted promos.,0.01,0.01,0.01
WHITE MOCHA FRAPP MEDIUM,BEVERAGES,SMALL,TABLE,392.0,102450.93,25327.66,77123.27,2,196.74,75.28,400.5,156.68,0.98,1.26,puzzle,High unit margin but low demand: improve placement and run targeted promos.,0.01,0.01,0.01
TUNA PASTA SALAD (GRAB&GO),FOOD,CREAM,TAKE AWAY,275.0,129188.17,52326.36,76861.81,1,279.5,59.5,400.5,156.68,0.69,1.78,puzzle,High unit margin but low demand: improve placement and run targeted promos.,0.01,0.0,0.02
MIXED NUTS,FOOD,FROZEN YOGHURT,TAKE AWAY,1571.0,101002.8,24183.94,76818.86,27,48.9,76.06,400.5,156.68,3.92,0.31,plowhorse,High demand but low unit margin: optimize cost/price and portions.,0.01,0.02,0.01
CHOCOLATE CRUNCH,FOOD,MEDIUM,TAKE AWAY,1335.0,139916.61,63434.35,76482.26,2,57.29,54.66,400.5,156.68,3.33,0.37,plowhorse,High demand but low unit margin: optimize cost/price and portions.,0.01,0.02,0.02
ICED SALTED CARAMEL LATTE MEDIUM,BEVERAGES,MEDIUM,TAKE AWAY,357.0,98517.24,22072.9,76444.34,3,214.13,77.59,400.5,156.68,0.89,1.37,puzzle,High unit margin but low demand: improve placement and run targeted promos.,0.01,0.01,0.01
WHITE MOCHA CREAM FRAPP MEDIUM,BEVERAGES,MEDIUM,TAKE AWAY,376.0,96900.3,21485.06,75415.24,3,200.57,77.83,400.5,156.68,0.94,1.28,puzzle,High unit margin but low demand: improve placement and run targeted promos.,0.01,0.01,0.01
ICED AMERICANO LARGE,BEVERAGES,MEDIUM,TAKE AWAY,329.0,88607.56,16174.98,72432.58,2,220.16,81.75,400.5,156.68,0.82,1.41,puzzle,High unit margin but low demand: improve placement and run targeted promos.,0.01,0.01,0.01
ICED PEACH TEA SMALL,BEVERAGES,MEDIUM,TAKE AWAY,1385.0,119172.37,49062.87,70109.5,3,50.62,58.83,400.5,156.68,3.46,0.32,plowhorse,High demand but low unit margin: optimize cost/price and portions.,0.01,0.02,0.01
QUELLA PISTACCIO,FOOD,FROZEN YOGHURT,TAKE AWAY,2572.5,258562.16,189118.13,69444.03,17,26.99,26.86,400.5,156.68,6.42,0.17,plowhorse,High demand but low unit margin: optimize cost/price and portions.,0.01,0.04,0.03
LOTUS SPREAD YOGHURT COMBO X-LARGE,FOOD,FROZEN YOGHURT,TAKE AWAY,166.4,88065.63,18791.06,69274.57,14,416.31,78.66,400.5,156.68,0.42,2.66,puzzle,High unit margin but low demand: improve placement and run targeted promos.,0.01,0.0,0.01
ORIGINAL YOGHURT X-LARGE,FOOD,FROZEN YOGHURT,TAKE AWAY,228.5,104962.88,37266.79,67696.09,23,296.26,64.5,400.5,156.68,0.57,1.89,puzzle,High unit margin but low demand: improve placement and run targeted promos.,0.01,0.0,0.01
BEETROOT CUP,FOOD,GRAB&GO FOOD,TAKE AWAY,493.0,104489.17,37357.91,67131.26,23,136.17,64.25,400.5,156.68,1.23,0.87,plowhorse,High demand but low unit margin: optimize cost/price and portions.,0.01,0.01,0.01
MANGO YOGHURT SMALL,FOOD,SMALL,Toters,253.0,83083.06,16456.84,66626.22,1,263.34,80.19,400.5,156.68,0.63,1.68,puzzle,High unit margin but low demand: improve placement and run targeted promos.,0.01,0.0,0.01
VANILLA FRAP SMALL,BEVERAGES,MEDIUM,TAKE AWAY,392.0,87258.26,20782.68,66475.58,3,169.58,76.18,400.5,156.68,0.98,1.08,puzzle,High unit margin but low demand: improve placement and run targeted promos.,0.01,0.01,0.01
BROWNIES,FOOD,FROZEN YOGHURT,TAKE AWAY,1356.0,89863.91,25049.13,64814.78,28,47.8,72.13,400.5,156.68,3.39,0.31,plowhorse,High demand but low unit margin: optimize cost/price and portions.,0.01,0.02,0.01
ICED CARAMEL MACCHIATO LARGE,BEVERAGES,MEDIUM,TAKE AWAY,265.0,80114.18,15460.45,64653.73,3,243.98,80.7,400.5,156.68,0.66,1.56,puzzle,High unit margin but low demand: improve placement and run targeted promos.,0.01,0.0,0.01
STRAWBERRY DRIZZLE TOPPING,BEVERAGES,COLD BAR SECTION,TAKE AWAY,2635.0,84242.26,19859.57,64382.69,25,24.43,76.43,400.5,156.68,6.58,0.16,plowhorse,High demand but low unit margin: optimize cost/price and portions.,0.01,0.04,0.01
STRAWBERRY CREAM FRAPP LARGE,BEVERAGES,SMALL,TABLE,296.0,86046.82,21822.39,64224.43,2,216.97,74.64,400.5,156.68,0.74,1.38,puzzle,High unit margin but low demand: improve placement and run targeted promos.,0.01,0.0,0.01
ADD VANILLA SF MEDIUM,BEVERAGES,MEDIUM,TAKE AWAY,3038.0,93986.19,29909.11,64077.08,1,21.09,68.18,400.5,156.68,7.59,0.13,plowhorse,High demand but low unit margin: optimize cost/price and portions.,0.01,0.05,0.01
CHRISTMAS PISTACHIO ECLAIR,FOOD,FRENCH PASTRY,TAKE AWAY,366.0,133942.36,69881.62,64060.74,22,175.03,47.83,400.5,156.68,0.91,1.12,puzzle,High unit margin but low demand: improve placement and run targeted promos.,0.01,0.01,0.02
MATCHA CREAM FRAPP SMALL,BEVERAGES,SMALL,TABLE,379.0,83699.61,19656.99,64042.62,2,168.98,76.51,400.5,156.68,0.95,1.08,puzzle,High unit margin but low demand: improve placement and run targeted promos.,0.01,0.01,0.01
ADD WHITE MOCHA MEDIUM,BEVERAGES,MEDIUM,TAKE AWAY,2580.0,80381.09,16625.52,63755.57,1,24.71,79.32,400.5,156.68,6.44,0.16,plowhorse,High demand but low unit margin: optimize cost/price and portions.,0.01,0.04,0.01
ADD VANILLA MEDIUM,BEVERAGES,MEDIUM,TAKE AWAY,2708.0,84631.24,21158.94,63472.3,1,23.44,75.0,400.5,156.68,6.76,0.15,plowhorse,High demand but low unit margin: optimize cost/price and portions.,0.01,0.04,0.01
ORIGINAL YOGHURT SMALL,FOOD,MEDIUM,TAKE AWAY,263.0,82895.56,20147.93,62747.63,2,238.58,75.69,400.5,156.68,0.66,1.52,puzzle,High unit margin but low demand: improve placement and run targeted promos.,0.01,0.0,0.01
NUTELLA,FOOD,FROZEN YOGHURT,TAKE AWAY,920.0,83030.65,21516.6,61514.05,13,66.86,74.09,400.5,156.68,2.3,0.43,plowhorse,High demand but low unit margin: optimize cost/price and portions.,0.01,0.01,0.01
LOTUS YOGHURT SMALL,FOOD,FROZEN YOGHURT,TAKE AWAY,299.3,90022.55,28890.41,61132.14,21,204.25,67.91,400.5,156.68,0.75,1.3,puzzle,High unit margin but low demand: improve placement and run targeted promos.,0.01,0.0,0.01
MATCHA CUP,FOOD,GRAB&GO FOOD,TAKE AWAY,435.0,92158.26,32962.87,59195.39,19,136.08,64.23,400.5,156.68,1.09,0.87,plowhorse,High demand but low unit margin: optimize cost/price and portions.,0.01,0.01,0.01
CRUMBOLE PISTACHIO,FOOD,FROZEN YOGHURT,TAKE AWAY,1315.0,132601.56,74028.61,58572.95,22,44.54,44.17,400.5,156.68,3.28,0.28,plowhorse,High demand but low unit margin: optimize cost/price and portions.,0.01,0.02,0.02
CHOCOLATE QUELLA,FOOD,MEDIUM,TAKE AWAY,832.5,85528.41,27499.32,58029.09,2,69.7,67.85,400.5,156.68,2.08,0.44,plowhorse,High demand but low unit margin: optimize cost/price and portions.,0.01,0.01,0.01
MANGO YOGHURT SMALL,FOOD,MEDIUM,TAKE AWAY,232.0,72674.42,15090.86,57583.56,2,248.2,79.23,400.5,156.68,0.58,1.58,puzzle,High unit margin but low demand: improve placement and run targeted promos.,0.01,0.0,0.01
SPRINKLES,FOOD,FROZEN YOGHURT,TAKE AWAY,931.5,60973.65,3501.52,57472.13,25,61.7,94.26,400.5,156.68,2.33,0.39,plowhorse,High demand but low unit margin: optimize cost/price and portions.,0.01,0.01,0.01
MOCHA FRAPP LARGE,BEVERAGES,SMALL,TABLE,265.0,77292.16,19956.2,57335.96,2,216.36,74.18,400.5,156.68,0.66,1.38,puzzle,High unit margin but low demand: improve placement and run targeted promos.,0.01,0.0,0.01
VANILLA FRAPP MEDIUM,BEVERAGES,SMALL,TABLE,296.0,76097.54,19530.34,56567.2,2,191.11,74.34,400.5,156.68,0.74,1.22,puzzle,High unit margin but low demand: improve placement and run targeted promos.,0.01,0.0,0.01
LOTUS SPREAD YOGHURT COMBO SMALL,FOOD,MEDIUM,TAKE AWAY,220.5,67633.64,11706.96,55926.68,1,253.64,82.69,400.5,156.68,0.55,1.62,puzzle,High unit margin but low demand: improve placement and run targeted promos.,0.01,0.0,0.01
ICED AMERICANO,BEVERAGES,COLD BAR SECTION,TABLE,289.0,65689.55,10254.4,55435.15,1,191.82,84.39,400.5,156.68,0.72,1.22,puzzle,High unit margin but low demand: improve placement and run targeted promos.,0.01,0.0,0.01
ESPRESSO FRAPP SMALL,BEVERAGES,MEDIUM,TAKE AWAY,534.0,79657.66,24454.17,55203.49,1,103.38,69.3,400.5,156.68,1.33,0.66,plowhorse,High demand but low unit margin: optimize cost/price and portions.,0.01,0.01,0.01
CINNAMON ROLL+DRINK,FOOD,OFFER,TAKE AWAY,154.0,60635.46,7742.82,52892.64,13,343.46,87.23,400.5,156.68,0.38,2.19,puzzle,High unit margin but low demand: improve placement and run targeted promos.,0.01,0.0,0.01
MATCHA CREAM FRAPP SMALL,BEVERAGES,MEDIUM,TAKE AWAY,304.0,67622.51,15767.08,51855.43,2,170.58,76.68,400.5,156.68,0.76,1.09,puzzle,High unit margin but low demand: improve placement and run targeted promos.,0.01,0.0,0.01
REPLACE SUGAR FREE SOYA SMALL,BEVERAGES,COLD BAR SECTION,TAKE AWAY,728.0,70135.5,19003.82,51131.68,24,70.24,72.9,400.5,156.68,1.82,0.45,plowhorse,High demand but low unit margin: optimize cost/price and portions.,0.01,0.01,0.01
ADD CARAMEL MEDIUM,BEVERAGES,MEDIUM,TAKE AWAY,2162.0,67683.19,16892.77,50790.42,1,23.49,75.04,400.5,156.68,5.4,0.15,plowhorse,High demand but low unit margin: optimize cost/price and portions.,0.01,0.03,0.01
SALTED CARAMEL CREAM FRAPPE LARGE,BEVERAGES,COLD BAR SECTION,TAKE AWAY,218.0,68975.64,19618.26,49357.38,22,226.41,71.56,400.5,156.68,0.54,1.45,puzzle,High unit margin but low demand: improve placement and run targeted promos.,0.01,0.0,0.01
